refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,Observation URI,references,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,Town,dataset
https://dbpedia.org/page/Mount_Lebanon_Governorate,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,1.5e+01,1e+01,1.5e+01,2e+01,Kahlouniet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,1e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,3e+00,Impact Open Data,1e+01,2e+01,1e+01,4.5e+01,2e+00,Kamed El-Laouz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,1.2e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaoukaba+Bou+Arab,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,3e+00,2.3e+01,2e+00,Kaoukaba Bou Arab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,NaN,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaoukaba+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kaoukaba Hasbaiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,5e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaoutariyet+Es-Siyad,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,1.5e+01,2.5e+01,2e+01,1.5e+01,5e+00,Kaoutariyet Es-Siyad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karkha,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Karkha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karm+El-Mohr,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2e+01,2.5e+01,3e+00,3.5e+01,2e+00,Karm El-Mohr,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,1e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karm+Saddeh,https://impact.cib.gov.lb/home#open_data_section,2.4e+01,Impact Open Data,3e+01,3e+01,5e+00,1e+01,0e+00,Karm Saddeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,1e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karm+Zebdine,https://impact.cib.gov.lb/home#open_data_section,1e+00,Impact Open Data,5e+00,3e+01,4e+00,5e+01,0e+00,Karm Zebdine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,3e+00,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ketermaya,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2.5e+01,1e+01,2e+01,1e+01,7e+00,Ketermaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,2e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Keyfoun,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,3e+01,1.5e+01,1e+01,1e+01,8e+00,Keyfoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aabida,https://impact.cib.gov.lb/home#open_data_section,5e+01,Impact Open Data,2.5e+01,1e+01,5e+00,5e+00,5e+00,Kfar Aabida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aamay,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,0e+00,Kfar Aamay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aaqab,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,3e+01,3e+01,1e+01,1e+01,5e+00,Kfar Aaqab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,5e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aaqqa,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2e+01,1e+01,1e+01,5e+00,Kfar Aaqqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Baal,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,3e+01,2e+01,1e+01,1e+01,3e+00,Kfar Baal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,2e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Beit,https://impact.cib.gov.lb/home#open_data_section,2.3e+01,Impact Open Data,4e+01,1e+01,5e+00,1e+01,1e+01,Kfar Beit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,2e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Bibnine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.8e+01,2.5e+01,2.2e+01,2e+01,3e+00,Kfar Bibnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chellal,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,5e+01,1e+01,5e+00,1e+01,8e+00,Kfar Chellal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chellane,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfar Chellane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chima,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfar Chima,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,1e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chouba,https://impact.cib.gov.lb/home#open_data_section,3e+00,Impact Open Data,1e+01,1.5e+01,3e+00,2e+01,1e+00,Kfar Chouba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,1.5e+01,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dane,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,1.5e+01,1e+01,3e+01,1e+01,Kfar Dane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Denis,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,3e+01,1e+01,3.9e+01,1e+00,Kfar Denis,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,5e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,1.5e+01,2e+01,1.5e+01,1.5e+01,5e+00,Kfar Dibiane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,5e+00,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dounine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,2e+01,2.5e+01,2.5e+01,5e+00,Kfar Dounine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Falous,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,1e+01,1.5e+01,1.5e+01,Kfar Falous,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Faqoud,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,1e+01,1.5e+01,5e+00,1.5e+01,Kfar Faqoud,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,1e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Habou,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2e+01,5e+00,1e+01,5e+00,Kfar Habou,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,0e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hamam,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2.5e+01,3e+01,5e+00,3.5e+01,0e+00,Kfar Hamam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,7e+00,5e-01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hatta+Saida,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,2.5e+01,5e+00,3e+01,3e+00,Kfar Hatta Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hay,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,2e+01,1.5e+01,3e+00,1e+01,1e+01,Kfar Hay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,1e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hazir,https://impact.cib.gov.lb/home#open_data_section,3.5e+01,Impact Open Data,1.5e+01,2.5e+01,1e+01,1e+01,4e+00,Kfar Hazir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Heam,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfar Heam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hilda,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,3e+01,1e+01,2.5e+01,1e+01,Kfar Hilda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/South_Governorate,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Houneh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,3e+01,3e+01,5e+00,1e+01,1e+01,Kfar Houneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,1.3e+01,Impact Open Data,1e+01,2e+01,1.5e+01,4e+01,2e+00,Kfar Jreif,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,5e-01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.3e+01,2e+01,2.5e+01,2e+01,1.5e+00,Kfar Kila,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Aley_District,5e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Matta,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,5e+00,3e+01,0e+00,Kfar Matta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,2e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Melki+Saida,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.5e+01,3e+01,1e+01,3e+01,3e+00,Kfar Melki Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,2e+00,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Nabrakh,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,3e+01,2e+01,5e+00,8e+00,5e+00,Kfar Nabrakh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Niss,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfar Niss,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Qatra,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfar Qatra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,1e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Qouq,https://impact.cib.gov.lb/home#open_data_section,4e+00,Impact Open Data,4.9e+00,4e+01,1e+00,4e+01,1e-01,Kfar Qouq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,2e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Roummane,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.3e+01,3.8e+01,1.5e+01,1e+01,2e+00,Kfar Roummane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,2e+00,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Selouane,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1e+01,2e+01,2e+01,1.8e+01,1e+01,Kfar Selouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,1e+01,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Sir,https://impact.cib.gov.lb/home#open_data_section,1.2e+01,Impact Open Data,2.6e+01,2.5e+01,4e+00,1.5e+01,8e+00,Kfar Sir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Tay+El-Matn,https://impact.cib.gov.lb/home#open_data_section,5e+01,Impact Open Data,1.5e+01,1e+01,1e+01,1e+01,2e+01,Kfar Tay El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Tibnit,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfar Tibnit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,1e+00,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+michki,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2e+01,2.4e+01,1e+01,1.5e+01,5e+00,Kfar michki,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfardlaqous,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Kfardlaqous,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,1e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarfila,https://impact.cib.gov.lb/home#open_data_section,1.4e+01,Impact Open Data,3e+01,2.5e+01,1.4e+01,1.5e+01,1e+00,Kfarfila,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarfou,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,1.8e+01,2e+01,5e+00,5e+00,Kfarfou,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarhata+,https://impact.cib.gov.lb/home#open_data_section,3.5e+01,Impact Open Data,2.5e+01,1e+01,2e+01,5e+00,5e+00,Kfarhata ,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarhata+Zgharta,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Kfarhata Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,1e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarsghab,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2e+01,3.5e+01,9e+00,2e+01,1e+00,Kfarsghab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,8e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfartoun,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,1e+01,2e+01,2e+00,Kfartoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,1e+01,2e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfaryachit,https://impact.cib.gov.lb/home#open_data_section,3e+00,Impact Open Data,5e+00,3e+01,1e+01,4e+01,2e+00,Kfaryachit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,2e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarzabad,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,8e+00,Kfarzabad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfarzaina,https://impact.cib.gov.lb/home#open_data_section,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Kfarzaina,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,8e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfoun,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,2.5e+01,1e+01,2.5e+01,2e+00,Kfoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,2e+00,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfour+El-Aarbi,https://impact.cib.gov.lb/home#open_data_section,4.5e+01,Impact Open Data,2e+01,2e+00,1.5e+01,2e+00,1.4e+01,Kfour El-Aarbi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,2e+00,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfour+En-Nabatieh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.5e+01,1e+01,5e+00,1e+01,5e+00,Kfour En-Nabatieh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,1e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khalwat,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,1.9e+01,1.8e+01,7e+00,2.2e+01,3e+00,Khalwat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,2e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kharbe,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2e+01,2e+01,8e+00,1e+01,2.5e+01,Kharbe,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kharnoub,https://impact.cib.gov.lb/home#open_data_section,8.4e+01,Impact Open Data,3e+00,2e+00,4e+00,1e+00,6e+00,Kharnoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,3e+00,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khartoum,https://impact.cib.gov.lb/home#open_data_section,2.2e+01,Impact Open Data,3e+01,1.5e+01,5e+00,1.5e+01,1e+01,Khartoum,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,3e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khat+el+Petrol,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,1e+01,3e+01,1e+01,4e+01,2e+00,Khat el Petrol,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khayayeb+Saida,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Khayayeb Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,NaN,NaN,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khereibet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Khereibet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0e+00,3e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Khinchara,https://impact.cib.gov.lb/home#open_data_section,1.8e+01,Impact Open Data,2.5e+01,2.5e+01,6e+00,2.4e+01,2e+00,Khinchara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
